list_name,name,label
business_name,84 Nassau (bakery café),84 Nassau (bakery café)
business_name,A & C Games,A & C Games
business_name,A Szechuan Restaurant | A Sweeties Home,A Szechuan Restaurant | A Sweeties Home
business_name,A&C Games (450-452),A&C Games (450-452)
business_name,"African Drums And Arts Crafts, Inc","African Drums And Arts Crafts, Inc"
business_name,Aion Amor Ltd,Aion Amor Ltd
business_name,Alantino,Alantino
business_name,ALCHEMY BAKING CO,ALCHEMY BAKING CO
business_name,AMADEU'S RESTAURANT,AMADEU'S RESTAURANT
business_name,ANCIENT FUTURE STUDIOS,ANCIENT FUTURE STUDIOS
business_name,Anshei Minsk,Anshei Minsk
business_name,Augusta Coffee Bar,Augusta Coffee Bar
business_name,Augusta Coin Laundry & Dry-Cleaners,Augusta Coin Laundry & Dry-Cleaners
business_name,Augusta Fruit Market | Kensington Market Sourdough,Augusta Fruit Market | Kensington Market Sourdough
business_name,Awesome Tteokbokki,Awesome Tteokbokki
business_name,B & J Trading,B & J Trading
business_name,Baazigar - Indian Street Food & Bar | Kwong Hoi Association,Baazigar - Indian Street Food & Bar | Kwong Hoi Association
business_name,BACKALLEY WOODFIRE BBQ & GRILL,BACKALLEY WOODFIRE BBQ & GRILL
business_name,Bad Dog Comedy Studio | Canadian Watch Imports,Bad Dog Comedy Studio | Canadian Watch Imports
business_name,Banh Mi Ba Le,Banh Mi Ba Le
business_name,Banh Mi Nguyen Huong,Banh Mi Nguyen Huong
business_name,BAR 67,BAR 67
business_name,Baroness,Baroness
business_name,Baru Baron,Baru Baron
business_name,BAZAAR Gift Shop,BAZAAR Gift Shop
business_name,BEAUTIFUL HAIR DESIGN,BEAUTIFUL HAIR DESIGN
business_name,Behavioral Design Academy | TasteUnlimited,Behavioral Design Academy | TasteUnlimited
business_name,Bikes on Wheels,Bikes on Wheels
business_name,Blackbird Baking Co. Kensington Market,Blackbird Baking Co. Kensington Market
business_name,Blaze District,Blaze District
business_name,BLU LOUNGE & KARAOKE,BLU LOUNGE & KARAOKE
business_name,Boho Chachkies,Boho Chachkies
business_name,Bounce Luggage Storage - University,Bounce Luggage Storage - University
business_name,Breathless Vintage,Breathless Vintage
business_name,Brimz Hat Boutique (56A Kensington Ave — KMCLT commercial tenant),Brimz Hat Boutique (56A Kensington Ave — KMCLT commercial tenant)
business_name,Bristol Car and Truck Rental Toronto,Bristol Car and Truck Rental Toronto
business_name,Buddha's Vegan Restaurant,Buddha's Vegan Restaurant
business_name,Building (Chimney),Building (Chimney)
business_name,Bungalow,Bungalow
business_name,Bunner's Bakeshop,Bunner's Bakeshop
business_name,Burdock Brewery Kensington Tavern,Burdock Brewery Kensington Tavern
business_name,Butterfly,Butterfly
business_name,Canada Computers,Canada Computers
business_name,Canadian Hatter Sombrero by AFC Canada,Canadian Hatter Sombrero by AFC Canada
business_name,Canton Chilli,Canton Chilli
business_name,Caribbean Corner,Caribbean Corner
business_name,Casa Morales,Casa Morales
business_name,Causa Culture,Causa Culture
business_name,Cez Inc,Cez Inc
business_name,Chao Nails,Chao Nails
business_name,Cheese Magic,Cheese Magic
business_name,CHOCOLATE ADDICT,CHOCOLATE ADDICT
business_name,Chopsticks+Forks (Toronto Food Tours) | Little Pebbles Bagels & Cafe,Chopsticks+Forks (Toronto Food Tours) | Little Pebbles Bagels & Cafe
business_name,Churrería Calderón,Churrería Calderón
business_name,Churros,Churros
business_name,Cineforum (Reg Hartt),Cineforum (Reg Hartt)
business_name,CIRCLE K,CIRCLE K
business_name,Clutch Games,Clutch Games
business_name,COAL AND CURRY,COAL AND CURRY
business_name,Cocktail Emporium,Cocktail Emporium
business_name,Coral Sea,Coral Sea
business_name,Cosmo Cafe | Bar,Cosmo Cafe | Bar
business_name,Cotton Best,Cotton Best
business_name,Courage My Love,Courage My Love
business_name,Crack Burger Toronto,Crack Burger Toronto
business_name,Creation Toronto Barbershop & Hair Studio | Ozzy's Burgers Toronto,Creation Toronto Barbershop & Hair Studio | Ozzy's Burgers Toronto
business_name,Creative Design,Creative Design
business_name,Cruz's Maintenance Services Inc.,Cruz's Maintenance Services Inc.
business_name,CUTLASS,CUTLASS
business_name,DA VINTAGE CODE II,DA VINTAGE CODE II
business_name,DAISY'S HAIRSTYLIST,DAISY'S HAIRSTYLIST
business_name,Dancing Days,Dancing Days
business_name,Daniel's Art Supplies,Daniel's Art Supplies
business_name,Daniel Safety Workwear,Daniel Safety Workwear
business_name,Discount Trading & Investment Company Limited | Brimz Hat Boutique | Mystik Cafe | Kensington Variety,Discount Trading & Investment Company Limited | Brimz Hat Boutique | Mystik Cafe | Kensington Variety
business_name,Dolce Gelato,Dolce Gelato
business_name,Dream Basic,Dream Basic
business_name,Dreamland Hair Salon,Dreamland Hair Salon
business_name,Dumpling House Restaurant,Dumpling House Restaurant
business_name,Dundas Guest House | ScotiaBank,Dundas Guest House | ScotiaBank
business_name,DUODUO FRUIT SHOP,DUODUO FRUIT SHOP
business_name,Dy Nail Studio,Dy Nail Studio
business_name,EATIVE,EATIVE
business_name,EDO NOODLE HOUSE,EDO NOODLE HOUSE
business_name,El Mocambo,El Mocambo
business_name,El Rey Mezcal Bar | Crows Nest Barbershop,El Rey Mezcal Bar | Crows Nest Barbershop
business_name,El Trompo,El Trompo
business_name,Elite Spark Mobile Car Detailing Toronto,Elite Spark Mobile Car Detailing Toronto
business_name,Elsa Fashions,Elsa Fashions
business_name,ESSENCE OF LIFE ORGANIC NATURAL FOODS,ESSENCE OF LIFE ORGANIC NATURAL FOODS
business_name,Essence of Life Organics,Essence of Life Organics
business_name,EUROLINS INC,EUROLINS INC
business_name,Exile Vintage | Tibet Lungta | Sunnys Chinese | WifiKensington | Kensington Mall,Exile Vintage | Tibet Lungta | Sunnys Chinese | WifiKensington | Kensington Mall
business_name,Family Physicians,Family Physicians
business_name,Famous Canada Gift,Famous Canada Gift
business_name,Fashion Old and New (Da Vintage Code 'A'),Fashion Old and New (Da Vintage Code 'A')
business_name,FIKA Cafe,FIKA Cafe
business_name,FILM CAFE,FILM CAFE
business_name,Flags International,Flags International
business_name,FLASHBACK,FLASHBACK
business_name,Fong On Foods Ltd.,Fong On Foods Ltd.
business_name,Former Herb Depot,Former Herb Depot
business_name,Former Trans European Textiles,Former Trans European Textiles
business_name,Forsure Chaoshan Beef Hotpot,Forsure Chaoshan Beef Hotpot
business_name,French Toast,French Toast
business_name,FRIENDLY HOUSE,FRIENDLY HOUSE
business_name,Fudao Noodle House,Fudao Noodle House
business_name,Furonto Impex,Furonto Impex
business_name,G Architects,G Architects
business_name,Genesis One | Tree's In The Six,Genesis One | Tree's In The Six
business_name,Gia Phat Company,Gia Phat Company
business_name,Global Cheese Shoppe,Global Cheese Shoppe
business_name,GLOBAL CHEESE SHOPPE,GLOBAL CHEESE SHOPPE
business_name,Golden Binz,Golden Binz
business_name,Golden Grams Culture Boutique (cannabis/culture shop),Golden Grams Culture Boutique (cannabis/culture shop)
business_name,Golden Patty,Golden Patty
business_name,Good Egg | 156 Studio,Good Egg | 156 Studio
business_name,GOOD PRICE,GOOD PRICE
business_name,Grace Hair Salon,Grace Hair Salon
business_name,Grandma Kitchen,Grandma Kitchen
business_name,Grant and Garbo,Grant and Garbo
business_name,Great Kong Trading Co.,Great Kong Trading Co.
business_name,Great Mountain Ginseng,Great Mountain Ginseng
business_name,Green P,Green P
business_name,Green P Parking,Green P Parking
business_name,Greens Vegetarian Restaurant,Greens Vegetarian Restaurant
business_name,Grey Gardens,Grey Gardens
business_name,Gus Tacos,Gus Tacos
business_name,Gwartzman's Art Supplies,Gwartzman's Art Supplies
business_name,Haire Fashion,Haire Fashion
business_name,Handlebar,Handlebar
business_name,Hardboiled,Hardboiled
business_name,Harry David Ltd,Harry David Ltd
business_name,Hawker,Hawker
business_name,Head To Toe Health Centre,Head To Toe Health Centre
business_name,hi,hi
business_name,Hive,Hive
business_name,Home in Toronto,Home in Toronto
business_name,Honeymoon Dessert,Honeymoon Dessert
business_name,Honour Snack Bar,Honour Snack Bar
business_name,House of Moses,House of Moses
business_name,House of Spice,House of Spice
business_name,House of Vapes | Harmonic Bench,House of Vapes | Harmonic Bench
business_name,HU CHUN TANG CHINESE HERBS,HU CHUN TANG CHINESE HERBS
business_name,I Love Churros,I Love Churros
business_name,Indo-East Trading | Whippersnapper Gallery,Indo-East Trading | Whippersnapper Gallery
business_name,Interesting Things,Interesting Things
business_name,International Herbs Co,International Herbs Co
business_name,INTERNET COFFEE,INTERNET COFFEE
business_name,JENNY'S CAFE & BAR,JENNY'S CAFE & BAR
business_name,Jessica Seasons Wear,Jessica Seasons Wear
business_name,Jimmy's Coffee,Jimmy's Coffee
business_name,JJ E-Bikes,JJ E-Bikes
business_name,John the Plumber,John the Plumber
business_name,Jumbo Empanadas,Jumbo Empanadas
business_name,Jump+ (271-279),Jump+ (271-279)
business_name,Jump+ Apple Premium Retailer,Jump+ Apple Premium Retailer
business_name,K-ONE KTV,K-ONE KTV
business_name,K. Wong Denturist - Royal Denture Clinic,K. Wong Denturist - Royal Denture Clinic
business_name,Kensington Coin Laundry,Kensington Coin Laundry
business_name,Kensington Community School & Kensington Kids Early Learning Centre,Kensington Community School & Kensington Kids Early Learning Centre
business_name,Kensington Fruit Market,Kensington Fruit Market
business_name,Kensington Jerk & Pasta,Kensington Jerk & Pasta
business_name,Kensington Kitchen,Kensington Kitchen
business_name,Kensington Manor,Kensington Manor
business_name,Kensington Market,Kensington Market
business_name,Kensington Market House,Kensington Market House
business_name,KENSINGTON MEATS,KENSINGTON MEATS
business_name,Kensington Socials,Kensington Socials
business_name,Kensington Studios,Kensington Studios
business_name,Kensington Vape,Kensington Vape
business_name,Kensington Variety; Brimz Hat Boutique; barbershop; tattoo parlour; ATM/5th unit (KMCLT commercial tenants),Kensington Variety; Brimz Hat Boutique; barbershop; tattoo parlour; ATM/5th unit (KMCLT commercial tenants)
business_name,KENSINGTONS DINER & COFFEE BAR,KENSINGTONS DINER & COFFEE BAR
business_name,Kid Icarus,Kid Icarus
business_name,Kim Vietnamese Restaurant,Kim Vietnamese Restaurant
business_name,King's Café,King's Café
business_name,King's Noodle Restaurant,King's Noodle Restaurant
business_name,KING OF KENSINGTON,KING OF KENSINGTON
business_name,King of Kensington | Hainan Association of Ontario,King of Kensington | Hainan Association of Ontario
business_name,Knockout Chicken | Top Gun Burger,Knockout Chicken | Top Gun Burger
business_name,Koi Japan Sushi,Koi Japan Sushi
business_name,Kos Restaurant,Kos Restaurant
business_name,Krispy Kreme Café,Krispy Kreme Café
business_name,La Barbacha Mexican Food | Splashceleztial,La Barbacha Mexican Food | Splashceleztial
business_name,LA CATRINA TACOS,LA CATRINA TACOS
business_name,Lao Chinese Association of Ontario,Lao Chinese Association of Ontario
business_name,Last Temptation,Last Temptation
business_name,LATIN AMERICA EMPORIUM,LATIN AMERICA EMPORIUM
business_name,Le Drip House,Le Drip House
business_name,Little Island Comics,Little Island Comics
business_name,LITTLE PEBBLES CAFE | CRUMBS GOURMET PATTIES | Kensington Market BIA | Takoyaki6ix | Taco Loco | LVL UP Studios,LITTLE PEBBLES CAFE | CRUMBS GOURMET PATTIES | Kensington Market BIA | Takoyaki6ix | Taco Loco | LVL UP Studios
business_name,Locsdoc,Locsdoc
business_name,Lola Bar and Restaurant,Lola Bar and Restaurant
business_name,Long Tea,Long Tea
business_name,Longboard Living,Longboard Living
business_name,Lost Boys Vintage,Lost Boys Vintage
business_name,Lost Gen Vintage,Lost Gen Vintage
business_name,Lotus Hair Salon,Lotus Hair Salon
business_name,LOTUS HAIR SALON,LOTUS HAIR SALON
business_name,"Love, Calista","Love, Calista"
business_name,Luxury Airport Limo,Luxury Airport Limo
business_name,MADE RITE COFFEE,MADE RITE COFFEE
business_name,MADE RITE COFFEE (68 Wales Ave; specialty coffee/cafe),MADE RITE COFFEE (68 Wales Ave; specialty coffee/cafe)
business_name,MagGas Medical Inc. | Royal Care Rehab,MagGas Medical Inc. | Royal Care Rehab
business_name,Mamacita's,Mamacita's
business_name,Mango Mango Dessert Shop,Mango Mango Dessert Shop
business_name,McDonald's,McDonald's
business_name,Mega T-Shirts Warehouse,Mega T-Shirts Warehouse
business_name,MEXICAN DRY FOOD,MEXICAN DRY FOOD
business_name,Mi'hito Sushi Laboratory,Mi'hito Sushi Laboratory
business_name,Midnight Arcade,Midnight Arcade
business_name,Migrator Immigration Services,Migrator Immigration Services
business_name,MILK MART VARIETY ETC.,MILK MART VARIETY ETC.
business_name,Minh Chau Jewellery & Watches,Minh Chau Jewellery & Watches
business_name,Miriam And Micah Vintage,Miriam And Micah Vintage
business_name,Modcom Computers,Modcom Computers
business_name,Modern Rascals | BLS International Services Canada,Modern Rascals | BLS International Services Canada
business_name,Momo Corner | NFT Cafe | Millie Creperie | Dipped Donuts,Momo Corner | NFT Cafe | Millie Creperie | Dipped Donuts
business_name,Moonbean Coffee Company,Moonbean Coffee Company
business_name,Myst Toronto | NEST,Myst Toronto | NEST
business_name,New Ho King,New Ho King
business_name,NEW SEAWAY FISH MARKET,NEW SEAWAY FISH MARKET
business_name,Nina's Brunch Restaurant,Nina's Brunch Restaurant
business_name,Nomnom fruit,Nomnom fruit
business_name,NORTH POKE,NORTH POKE
business_name,NU IMAGE FASHION SALON,NU IMAGE FASHION SALON
business_name,OASIS CLOTHING BANK,OASIS CLOTHING BANK
business_name,One Plant - Kensington Market | TON OF JUICE PLUS,One Plant - Kensington Market | TON OF JUICE PLUS
business_name,ONTARIO PLUMBING CO,ONTARIO PLUMBING CO
business_name,Orbital Arts Gallery,Orbital Arts Gallery
business_name,Original Ka Chi,Original Ka Chi
business_name,Otto's Berlin Döner,Otto's Berlin Döner
business_name,Pamenar,Pamenar
business_name,Pancho y Emiliano,Pancho y Emiliano
business_name,Paradise Bound,Paradise Bound
business_name,PARANOID Streetwear Store,PARANOID Streetwear Store
business_name,PEARL HARBOR GIFT SHOP,PEARL HARBOR GIFT SHOP
business_name,People Hair Salon,People Hair Salon
business_name,Pera Cafe,Pera Cafe
business_name,Peter I. Waldmann | Artographics Ltd.,Peter I. Waldmann | Artographics Ltd.
business_name,Pho Hung Vietnamese Restaurant,Pho Hung Vietnamese Restaurant
business_name,Pho King,Pho King
business_name,PHO NGON DAT VIET 2 | Embroiderytoronto.ca,PHO NGON DAT VIET 2 | Embroiderytoronto.ca
business_name,PINA FOOD,PINA FOOD
business_name,Pink House Dispensary,Pink House Dispensary
business_name,Pizzeria da Mario Kensington,Pizzeria da Mario Kensington
business_name,Pizzeria Via Mercanti | Fresh Meals Solutions,Pizzeria Via Mercanti | Fresh Meals Solutions
business_name,Placos Tacos Mexican Food & Bar,Placos Tacos Mexican Food & Bar
business_name,Plaiter Place,Plaiter Place
business_name,Portugal Auto Garage (car repair),Portugal Auto Garage (car repair)
business_name,Portugese Evangelical Church,Portugese Evangelical Church
business_name,Printorium Toronto,Printorium Toronto
business_name,Quetzal,Quetzal
business_name,Ramen Isshin,Ramen Isshin
business_name,Rancho Relaxo,Rancho Relaxo
business_name,RAXLEN PHARMACY,RAXLEN PHARMACY
business_name,RBC,RBC
business_name,Repeat Music Inc.,Repeat Music Inc.
business_name,Retro Heads Vintage,Retro Heads Vintage
business_name,Rexall,Rexall
business_name,Rikki Tikki | Golden Bins,Rikki Tikki | Golden Bins
business_name,Rob's Pupusas,Rob's Pupusas
business_name,Rol San Restaurant,Rol San Restaurant
business_name,Ronnie's Local 069,Ronnie's Local 069
business_name,Rumble Pontiac,Rumble Pontiac
business_name,S&K Cleaners,S&K Cleaners
business_name,Saigon Lotus,Saigon Lotus
business_name,Saigon Pharmacy,Saigon Pharmacy
business_name,SALAMANCA DRY FOODS STORE,SALAMANCA DRY FOODS STORE
business_name,SALSAS,SALSAS
business_name,Sam's Food Stores | Pet Valu | Nora Shawarma and Kebab,Sam's Food Stores | Pet Valu | Nora Shawarma and Kebab
business_name,Samesun Toronto,Samesun Toronto
business_name,San Cafe,San Cafe
business_name,Sanagan's Meat Locker,Sanagan's Meat Locker
business_name,SAU-KIM,SAU-KIM
business_name,Scott Mission | You & Me Canada Gifts,Scott Mission | You & Me Canada Gifts
business_name,SEA KING FISH STORE,SEA KING FISH STORE
business_name,Segovia Meat Market Ltd,Segovia Meat Market Ltd
business_name,Seven Lives Tacos y Mariscos,Seven Lives Tacos y Mariscos
business_name,SEVEN SEAS FISH MARKET,SEVEN SEAS FISH MARKET
business_name,SHAMPOO HAIR SALON,SHAMPOO HAIR SALON
business_name,Shi MiaoDao Yunnan Rice Noodle,Shi MiaoDao Yunnan Rice Noodle
business_name,Shinning Gold Import & Export Products Centre (Chinese herb/grocery); FedEx OnSite,Shinning Gold Import & Export Products Centre (Chinese herb/grocery); FedEx OnSite
business_name,Shoneys Clothing,Shoneys Clothing
business_name,Short-Term Rental (City-registered STR operator),Short-Term Rental (City-registered STR operator)
business_name,Shuyi Tealicious,Shuyi Tealicious
business_name,SHVRK STUDIO,SHVRK STUDIO
business_name,Sinaloa Factory Kensington,Sinaloa Factory Kensington
business_name,Sleepy Pete's,Sleepy Pete's
business_name,Slice of Life,Slice of Life
business_name,Sneaky Dee's,Sneaky Dee's
business_name,Soma i,Soma i
business_name,Space Vintage,Space Vintage
business_name,Spadina Smoke And Variety,Spadina Smoke And Variety
business_name,ST ANDREW'S POULTRY,ST ANDREW'S POULTRY
business_name,St. Stephen's Community House | Neighbourhood Group,St. Stephen's Community House | Neighbourhood Group
business_name,Starling Automotive,Starling Automotive
business_name,STROLLTO- TAP DANCE POP-UP PERFORMANCE,STROLLTO- TAP DANCE POP-UP PERFORMANCE
business_name,SUBLIME CAFE INC,SUBLIME CAFE INC
business_name,Sublime Catering,Sublime Catering
business_name,Subway,Subway
business_name,SUGAR & SPICE,SUGAR & SPICE
business_name,Sunday Cyclery,Sunday Cyclery
business_name,Super Serve,Super Serve
business_name,Supermarket Bar and Variety | Wai Thai Kitchen,Supermarket Bar and Variety | Wai Thai Kitchen
business_name,SUPERSTAR SALON,SUPERSTAR SALON
business_name,Sure Chance,Sure Chance
business_name,Sweet Augusta,Sweet Augusta
business_name,T Dot Crispy Chick'n,T Dot Crispy Chick'n
business_name,T.O. Dickens Restaurant,T.O. Dickens Restaurant
business_name,Tacos 101 and Fruta Libre,Tacos 101 and Fruta Libre
business_name,TacoTaco,TacoTaco
business_name,Tap Phong Trading Company,Tap Phong Trading Company
business_name,Tapestry,Tapestry
business_name,Taste of China Seafood Restaurant,Taste of China Seafood Restaurant
business_name,Tatami Imports,Tatami Imports
business_name,Thai Country Kitchen,Thai Country Kitchen
business_name,The Arch Café/Bar,The Arch Café/Bar
business_name,The Burgernator,The Burgernator
business_name,The College Condominium at Spadina | T&T Supermarket College Store | The Mobile Shop,The College Condominium at Spadina | T&T Supermarket College Store | The Mobile Shop
business_name,The Cottage Cheese - Urban Indian,The Cottage Cheese - Urban Indian
business_name,The Economy Store,The Economy Store
business_name,THE EMBASSY BAR,THE EMBASSY BAR
business_name,The Green Post Health & Beauty,The Green Post Health & Beauty
business_name,The Green Room,The Green Room
business_name,The Harmony Cafe/Bar,The Harmony Cafe/Bar
business_name,The Heartbreak Chef,The Heartbreak Chef
business_name,The Honeybea Shop,The Honeybea Shop
business_name,The Jerk Spot,The Jerk Spot
business_name,The Kiever Shul,The Kiever Shul
business_name,The Lost Corner,The Lost Corner
business_name,The Neighbourhood Group Community Services,The Neighbourhood Group Community Services
business_name,The Organic Press,The Organic Press
business_name,The Paint Garden | Shawarma Bus,The Paint Garden | Shawarma Bus
business_name,The Planet Traveler Hostel,The Planet Traveler Hostel
business_name,The Red Lounge,The Red Lounge
business_name,THE WARM HEART TORONTO,THE WARM HEART TORONTO
business_name,Thymeless Bar & Grill,Thymeless Bar & Grill
business_name,Tibet Café and Bar,Tibet Café and Bar
business_name,Toby's Pub & Eatery,Toby's Pub & Eatery
business_name,Tom's Place,Tom's Place
business_name,TOMY'S BEAUTY SALON,TOMY'S BEAUTY SALON
business_name,Toronto Christian Worship Center,Toronto Christian Worship Center
business_name,Toronto Fire Station 315,Toronto Fire Station 315
business_name,Toronto Hair Care Inc. | JJ INTERNATIONAL | Emmo Ebikes Toronto | Dragon World Trading,Toronto Hair Care Inc. | JJ INTERNATIONAL | Emmo Ebikes Toronto | Dragon World Trading
business_name,Toronto Hong Luck Kung Fu Association,Toronto Hong Luck Kung Fu Association
business_name,"Toronto Shelter, Support And Housing Administration","Toronto Shelter, Support And Housing Administration"
business_name,Toronto Travellers Home,Toronto Travellers Home
business_name,TORONTO VR GAMES,TORONTO VR GAMES
business_name,Toronto Western Hospital,Toronto Western Hospital
business_name,Tribal Rhythm Vintage (vintage clothing),Tribal Rhythm Vintage (vintage clothing)
business_name,TribalEye,TribalEye
business_name,Trinity Common,Trinity Common
business_name,TTB Trading Co. Ltd. Food Market and Hardware,TTB Trading Co. Ltd. Food Market and Hardware
business_name,Turtle Island Co.,Turtle Island Co.
business_name,TUTTI FRUTTI FAMOUS FOOD,TUTTI FRUTTI FAMOUS FOOD
business_name,U-Haul Neighborhood Dealer,U-Haul Neighborhood Dealer
business_name,"UCanada Gifts (Unit G102); 10 additional commercial units incl. offices (KMCLT, 11 commercial spaces total)","UCanada Gifts (Unit G102); 10 additional commercial units incl. offices (KMCLT, 11 commercial spaces total)"
business_name,Ugly Delicious Toronto,Ugly Delicious Toronto
business_name,Uncle Jacob's Cycles (KMCLT commercial tenant),Uncle Jacob's Cycles (KMCLT commercial tenant)
business_name,Under The Neon Palm | MR. YES Noodle BAR,Under The Neon Palm | MR. YES Noodle BAR
business_name,Urban Catwalk,Urban Catwalk
business_name,Usato Kensington,Usato Kensington
business_name,VAPE SHOP,VAPE SHOP
business_name,VAPE4CHANGE Toronto,VAPE4CHANGE Toronto
business_name,VARIETY SAIGON,VARIETY SAIGON
business_name,Vida Market,Vida Market
business_name,Vintage Depot,Vintage Depot
business_name,Vintage Outlaw | Alantino,Vintage Outlaw | Alantino
business_name,Virtual Cuisines Canada,Virtual Cuisines Canada
business_name,Vital Medicinals,Vital Medicinals
business_name,Wanda's Pie in the Sky,Wanda's Pie in the Sky
business_name,Weed Posters,Weed Posters
business_name,Weekend Characters,Weekend Characters
business_name,Westside Montessori School,Westside Montessori School
business_name,Wheels 4 Rent,Wheels 4 Rent
business_name,WILD WORLD INK,WILD WORLD INK
business_name,WILLIE CONSTRUCTION & RENOVATION,WILLIE CONSTRUCTION & RENOVATION
business_name,Win's Flowers,Win's Flowers
business_name,Wok Theory,Wok Theory
business_name,Wong Winnie Law Office,Wong Winnie Law Office
business_name,Wu Wei Coffee,Wu Wei Coffee
business_name,Yarns Untangled | Bone & Busk (by appointment),Yarns Untangled | Bone & Busk (by appointment)
business_name,Yeah Yeah Thai,Yeah Yeah Thai
business_name,You & Me Canada Gifts,You & Me Canada Gifts
business_name,Yourgirllick,Yourgirllick
business_name,Zhen Zhen Health Centre Inc. | Tech Zone,Zhen Zhen Health Centre Inc. | Tech Zone
business_name,ZIMMERMAN'S 1975 LTD,ZIMMERMAN'S 1975 LTD
business_name,__other__,Other (type below)
